gene_id	1	all_lost	elegans_lost	sp34_lost	domain	life_stage	phenotype	reference_count	tissue	interaction	EMB_0	4_cell	EMB_30	EMB_60	EMB_90	EMB_120	EMB_150	EMB_180	EMB_210	EMB_240	EMB_270	EMB_300	EMB_330	EMB_360	EMB_390	EMB_420	EMB_450	EMB_480	EMB_510	EMB_540	EMB_570	EMB_600	L1	L2	L3	L4_her	young_adult_her	old_adult_her	male	adult_soma_her	adult_gonad_her	dauer_entry	dauer	dauer_exit
CELEG.B0041.2	1	0	0	0	0	19	6	9	4	16	10030	11059	12665.5	11798	10792.3	15829	15988.3	15465.3	11661	15994	19114	15749.3	17398	11124	19483	13745.5	14382	11107	11146	9857	10004	7648.5	26801.5	5703	13497.5	2454.5	10429	7038	4299	4164.5	1233611	9956	26143.5	13401.3
CELEG.B0041.3	1	0	0	0	1	15	6	2	11	0	833	705	539	701	705	748	730	615.667	693	787.333	690	768.667	724	992.667	767	1030	1011.5	859	966	2286	1576	548	739	222	429.5	472	405	285	308.5	331.5	57948	521.5	872.75	454.667
CELEG.B0041.4	1	0	0	0	2	21	28	7	4	5	43341.5	27397	22933.5	25567.5	20078.3	25267	27502.7	29307.7	33224	30082.3	40215.5	37749.3	51003	40122.7	60064	56180	283187	61619	64210	82074	75519	15117	401970	97026.5	330331	146958	107388	53540	47520	66202	8468713	92114.5	255488	210358
CELEG.B0041.5	1	1	1	0	2	17	7	3	7	0	5452	5046	2110	1238	861.667	1475.67	1320.67	1482	1387	1917.67	2226	2294.67	2302	2279.33	2240	2308	3178	1678	2042	4176	2351	2386.5	1995.5	953.5	1967.5	944.5	2760	3414	1670.5	1784.5	228848	2608.5	3682.25	2953.67
CELEG.B0041.6	1	0	0	0	2	20	2	2	14	4	484	236	345.5	408	447.667	654.333	424	535.333	485	470.667	475	627.333	371	863.333	342	639.5	631	235	412	1111	907	359	610.5	218	316.5	468	191	113	397	882	54037	210.5	231.25	307.667
CELEG.B0041.7	1	0	0	0	3	29	5	6	28	5	3266	12431	14465.5	13222.5	14425.7	17460.3	16976.3	12864	11072	10454.3	13460	8950.33	10151	6688	12534	9737.5	13956.5	7315	7031	6322	5655	7537	9278.5	3441.5	6382.5	1053.5	6291.5	5957	2821.5	2781	625513	6399.75	17523.5	10549.7
CELEG.B0041.8	1	1	1	0	1	13	7	0	4	0	10809.5	6719	3270	2718.5	1624.33	2059.33	1561.33	1040.67	1233	787	851.5	583.667	649.5	346	621	465	983	408	526	1046	635	4138.5	757	393	988	376	3242.5	3127	746	932.5	234996	1293.25	2384	1712
CELEG.B0047.1	1	0	0	0	3	13	0	0	2	0	10	4	3	5	1.66667	7.33333	0.333333	7.66667	19	10.6667	20.5	35.3333	31.5	36.6667	13	30.5	62.5	46	44	57	34	0	42	23.5	72.5	13	68.5	76	42.5	32	2535	38.5	45.75	46.3333
CELEG.B0047.3	1	0	1	1	3	15	0	0	2	0	136.5	135	46	22	31	24.3333	32	26.3333	33	47.3333	62	42.6667	86	44.3333	90	129	228.5	85	34	113	74	76	49.5	85	237.5	39.5	181.5	225	114.5	147.5	11555	316	1099.5	485.667
CELEG.B0047.4	1	0	1	1	1	10	1	0	3	0	0	10	4	1	0	0.666667	3	1.66667	0	0	6	4.66667	3.5	5	29	24.5	26	20	9	7	21	9	8	5.5	6	1.5	7.5	2	5.5	3.5	667	11.5	12.5	10.3333
CELEG.B0198.1	1	1	0	0	1	15	0	0	4	0	15	45	27.5	38	45	104	244.333	515	236	1019.33	1397.5	2303	2399.5	1664	2269	2565.5	1968.5	1994	1850	4212	2188	21	654.5	168	293.5	67.5	91.5	37	189	212.5	115063	1472	2553	926.333
CELEG.B0198.2	1	0	0	0	1	13	0	0	4	0	21	14	14.5	2.5	3.66667	3	0.333333	3.33333	0	29.3333	6.5	73	42.5	295.333	83	182.5	545	154	175	429	430	15.5	630.5	103	151	52.5	105	31	76.5	53.5	16452	620	788.5	550
CELEG.B0198.3	1	0	0	0	2	13	1	0	3	2	26	38	65	32.5	91.3333	254	525.667	1198	643	1958.67	2379.5	3105	4037.5	2800.33	5376	4499	3625.5	4015	3308	3124	2912	15.5	1979.5	604.5	1125	173	245	101	529.5	176	124307	840	1556.75	854.667
CELEG.B0205.10	1	1	0	0	1	17	1	0	3	0	28.5	33	23.5	12.5	16.3333	10.3333	23	34	33	14	28.5	40.3333	46.5	36.6667	38	51	33	49	57	112	44	2.5	9.5	101	1535	786.5	556.5	35	4120.5	272.5	36070	5.5	10	2315.67
CELEG.B0205.11	1	0	0	0	1	15	10	1	4	0	4600	4666	2988.5	2266	1893.33	2888.33	2286.67	1995.33	2952	1923	2524	1887.33	1921	1419.33	2243	1813.5	5188	1458	1795	4051	2537	3121	5141	2472	4505	2561	2990	3020	2416.5	3173.5	300316	4795.5	7871.25	5012.33
CELEG.B0205.12	1	0	0	0	2	13	0	0	2	0	8220.5	2017	1658	4006	2558	3633.67	5152.33	4072	774	6023.67	1555.5	2587.67	3766.5	2694.67	1149	1498	3740	826	683	4980	1411	5384	1101.5	586.5	1217.5	2283	840	457	812	885.5	159839	839.25	558.75	876.667
CELEG.B0205.13	1	0	0	0	0	15	0	0	6	0	4.5	0	12	0.5	1.66667	8.66667	1.66667	2.66667	0	21	8	1.66667	3.5	64.3333	17	24	101	29	112	223	225	2.5	270.5	68	90	601.5	73	14	195	405	8163	100.75	96	185.667
CELEG.B0205.14	1	0	0	0	0	14	0	0	3	0	0	3	2.5	0	0	0	0	0.666667	0	0	0	1.33333	0.5	7	0	3	19	6	4	43	2	0	55.5	15.5	49.5	160	47	0	84.5	77	1985	10.25	21	43.3333
CELEG.B0205.1	1	0	0	0	3	14	0	1	3	0	2953.5	6000	4260	3394.5	3157	3673.67	3003.33	2058.67	2285	1777.33	2048.5	1442.33	1508.5	843.667	1497	943	2141.5	864	924	1312	1075	3184.5	1234	709	1186.5	219.5	2261	3819	726	950.5	187777	1361	3405.75	2731.33
CELEG.B0205.2	1	0	0	0	1	11	0	0	6	0	0	11	2	26	2	3.33333	8.33333	4	3	6.66667	2	7	3	8.33333	14	22	39	25	0	4	8	0	19.5	10.5	10	6.5	1.5	0	12	4.5	766	56	119.5	59
CELEG.B0205.3	1	0	1	0	4	17	36	12	11	15	24554	19996	10148	6250	3275.33	3344.33	3026	2964	2678	2820.33	3370.5	3120.67	3894.5	2579.67	3978	3398	7427.5	3007	3361	3831	3271	9440	5720.5	3318.5	7026.5	3264	7694.5	9370	3193.5	3016	570520	3538	9574.5	6249.33
CELEG.B0205.4	1	0	0	0	2	14	0	1	3	0	8.5	9	11.5	19.5	9.33333	29.6667	76.6667	228	44	404.333	521	1185.67	1070	759	1104	1139	653	814	719	1220	524	2	83.5	160.5	370.5	94.5	2.5	2	68.5	262	51154	167	442.75	189
CELEG.B0205.5	1	0	0	0	0	13	0	0	2	0	37	5	6	4	2.66667	0.666667	1.66667	3.66667	1	0.333333	10	7.66667	7.5	7	14	7	13.5	3	1	3	0	0	31	5.5	14.5	6.5	6.5	0	3	6.5	928	9.5	20	8.66667
CELEG.B0205.6	1	1	0	0	4	14	10	1	4	0	2175.5	1263	924	792.5	675	1000.33	983	1037	1387	1119.33	1543	1522.67	1490	1110.33	1571	1244	4826.5	1172	1203	2133	1232	655	4622.5	1828.5	2781.5	1111	1777	1980	1215	1796	194786	3128	6646	4595.33
CELEG.B0205.7	1	0	0	0	8	21	8	8	1	6	21796	29864	27021	24237.5	19150.7	20546	20311	18224.7	17922	20147.3	22690.5	18597	20763.5	15293.3	22499	17862	29631	15526	16771	21138	19133	22104	19933	8692.5	24936.5	6679.5	12676	13123	7160	7321.5	1594320	21884.5	69751.5	26677.3
CELEG.B0205.8	1	0	1	0	1	14	0	0	1	1	2908	2907	1170	1633.5	946.667	1158.33	1123.67	1026.67	911	948.333	968	597.667	504.5	319	681	436.5	1531.5	364	391	789	537	1781	1779.5	575	1073.5	1071.5	1689.5	497	662.5	848.5	135258	794.75	1648.75	893.333
CELEG.B0205.9	1	0	0	0	3	12	1	0	1	0	5651.5	7152	4673	3528	2668.33	3081.67	2230.67	1829	1885	1521.33	1887	1493	1612	1072.33	1872	1523	1807.5	1037	1325	1626	1654	3489	914	385.5	791	270.5	2478.5	3562	522.5	658	170471	987.75	2335.25	1383.33
CELEG.B0207.1	1	1	1	0	4	16	0	0	2	0	0	0	0	16.5	1.66667	1.66667	7	2.66667	0	16	6	10.3333	4	34.6667	0	23.5	26.5	38	15	10	15	0	4	12	116.5	61	49	17	419	56.5	5403	88	103.25	351.333
CELEG.B0207.10	1	0	0	0	0	16	0	0	8	0	0	1	0	2.5	0	0	0.666667	0.666667	3	3	0	0.333333	0	103	0	34	61	20	16	86	31	1	512	67.5	300	256.5	13	0	133.5	136	6904	246.75	373.25	200.333
CELEG.B0207.11	1	0	0	0	0	14	1	2	2	2	0	3	2	1.5	3	0	3.33333	2.66667	0	5	0	0	0	11.6667	6	5.5	15	14	1	0	4	0	2	4	76.5	75.5	103.5	48	1068.5	85.5	8146	0.5	2.5	815
CELEG.B0207.12	1	0	0	0	2	19	6	17	14	2	28	38	74.5	45	62.3333	75.6667	100.333	137	69	156.333	209.5	454.667	335.5	1427	334	959.5	2842	573	1004	2064	1698	62	1971	479	590	121	112	29	303.5	281	75935	2358	3503	3124.33
CELEG.B0207.2	1	0	0	0	0	13	0	0	3	0	59	14	8	8	2	0.333333	0.666667	4	0	5	2	33.3333	12.5	70	25	47	170	27	94	103	113	5.5	433	47	60.5	20.5	45.5	5	88	67	6817	123	255.75	123
CELEG.B0207.3	1	0	0	0	6	17	18	13	31	1	7	30	19	1.5	5.33333	2	7.33333	5	12	14.6667	9.5	33	48.5	276.667	8	99.5	561	108	174	316	275	25.5	349	41	83.5	16.5	12.5	0	41	43	9707	430.25	880.75	365.333
CELEG.B0207.4	1	0	0	0	3	18	53	48	3	18	9770	8872	8534.5	7510.5	6064.67	7320.33	5963.33	4094.67	5209	2794.67	3028.5	1693.67	2015.5	915	1547	906	1260.5	623	783	905	918	6349	695.5	287	670	457	3225.5	4867	922	732	265294	449.75	1490.75	1288.67
CELEG.B0207.5	1	0	0	0	1	12	0	1	3	0	31.5	151	82.5	77.5	100.667	112	84	85.6667	90	91.6667	143.5	97	79.5	188	65	226	166.5	311	116	70	110	71.5	65.5	11	14.5	8.5	27	14	1571	18	17006	13.25	58	3284
CELEG.B0207.6	1	0	0	0	18	17	12	2	4	2	2736.5	1840	821.5	718	640.667	907.667	756	565.333	568	620.333	530.5	439.667	434.5	311.667	388	323.5	1214.5	158	183	599	326	1170	752	281.5	569	181	1370	1273	350	482	76832	841	2106.25	1076.67
CELEG.B0207.7	1	1	0	0	4	14	2	0	4	1	0	12	5	1.5	0	1.33333	0	2	0	13.6667	3	9.33333	8.5	21.3333	6	7.5	7.5	29	10	37	28	4	9	33	324	96.5	49	11	642	51	5709	8	17.25	380
CELEG.B0207.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.666667	3.33333	1.33333	0	0	0	1.33333	1.5	13	0	6	3	5	13	10	18	0	0.5	0	0	0	0	0	0	0	34	0.5	12.5	1
CELEG.B0207.9	1	0	0	0	0	16	1	0	2	0	0	1	6	0	1.66667	0	0	0.666667	3	0.333333	0	7.66667	4.5	7.33333	0	4.5	3.5	7	0	11	0	0	3.5	5	39	34	32.5	20	372.5	49.5	3145	1.25	2	289.333
CELEG.B0212.1	1	0	0	0	1	0	0	1	0	0	81	75	61	44	18.3333	15.3333	7.33333	12.6667	8	58	31	88.6667	67.5	220.333	79	253	167.5	279	299	311	416	36	138	115.5	103	59.5	45.5	4	92.5	56.5	13594	70.75	115.5	47.3333
CELEG.B0212.2	1	1	1	1	3	0	0	0	0	0	5.5	6	5	2.5	1.33333	1	2.66667	1.66667	5	4	5	3.66667	1	15	0	10.5	135.5	15	28	25	2	0	182	9	36	1	0.5	0	1	2	1764	99.75	262.25	68.6667
CELEG.B0212.3	1	0	0	0	2	15	0	0	10	0	522	556	1062	1103.5	1027.33	1226	838	453.333	498	284.667	231	191.333	162	142.333	164	201	425	198	160	120	161	553	219	62	138	63	489.5	362	70	128	32758	147	381	370
CELEG.B0212.4	1	0	0	0	4	17	1	0	1	1	127	57	60.5	102	53	69	50.3333	80	90	92	101	200.333	157.5	160.667	233	242.5	476	193	218	214	181	44	362.5	158	396	177.5	146	29	293.5	190.5	19184	166.25	226.5	399
CELEG.B0212.5	1	0	0	0	7	15	34	83	59	17	113.5	33	46	39.5	26.6667	17	9.33333	26	10	15.3333	37	172.333	97	671.667	188	497	766.5	608	645	747	813	34	1492	138.5	432	53.5	51.5	31	119.5	65	24847	454.25	1194.25	642.667
CELEG.B0213.10	1	0	0	0	1	17	0	1	4	0	0	4	13	0	4.33333	1.33333	1.66667	8	0	15	4	0.666667	9.5	31.3333	5	19	92	16	13	24	25	0	104	26	196	6	44	0	65	15	17115	2200	2661	1955.33
CELEG.B0213.11	1	0	0	0	1	13	1	1	8	1	5.5	14	16	14	14.6667	8.66667	9.33333	18.3333	5	37.3333	32.5	24.3333	51.5	64.3333	29	30	172.5	44	48	80	84	0	118.5	35	249	17.5	42	22	65	58	17868	2473.5	2883.25	1034
CELEG.B0213.12	1	0	0	0	1	0	0	2	0	1	0	0	2	0	4.33333	2.33333	7	4.66667	10	6	0.5	6.33333	5	38.6667	0	24.5	38.5	22	9	22	12	0	47	18	31.5	4	70.5	0	39.5	10	2659	183.5	285.5	272.667
CELEG.B0213.14	1	0	0	0	1	20	0	1	2	0	2.5	9	8.5	9.5	2.66667	8.66667	0	6	0	1.33333	12.5	11.3333	12.5	69	10	44	1305	39	18	35	34	0	658	280	470.5	287.5	617.5	34	378.5	1011.5	37502	1665.5	2637.5	1780
CELEG.B0213.15	1	0	0	0	1	26	2	4	5	2	4	13	17.5	14.5	24.3333	37	30.6667	55.3333	58	65.3333	103	97	105	108.667	92	95.5	1274	80	49	106	111	5	1544	305.5	2087	107	710.5	5	282.5	189.5	198092	25209.2	28738	21479.7
CELEG.B0213.16	1	0	0	0	1	0	0	3	0	0	0	0	4.5	0	0	2.66667	3.33333	1.33333	0	0.666667	5	14	12	22.6667	9	21.5	27	25	0	11	11	0	56	58.5	118	3.5	24	0	54	17	2543	123.25	536.5	208.333
CELEG.B0213.17	1	0	0	0	1	17	0	2	7	1	122	11	12.5	57.5	29	55.6667	50	75.3333	20	95.3333	39	44.6667	75	155.333	112	19.5	610.5	19	7	125	102	39.5	2444	2339	1965.5	20588.5	1265.5	0	6184	3008.5	180856	552.75	4951.5	1523
CELEG.B0213.2	1	0	0	0	0	17	0	6	8	3	1.5	5	1	2.5	0	1.33333	1.66667	0	3	0.333333	0.5	9	6	72.3333	0	0	2707.5	11	12	29	15	2.5	2536.5	2581.5	7407.5	7131	5567	22	16770	9891.5	307822	4391	3095.75	6162.33
CELEG.B0213.3	1	0	0	0	0	19	0	6	5	0	0	0	0	5.5	0	0.333333	0	0	0	0	2	10	6	218.667	7	6.5	255.5	7	11	2	0	0	4176	191	816.5	500.5	2368	17	1593	1789.5	62941	419	499.75	773.333
CELEG.B0213.4	1	0	0	0	2	19	0	27	9	29	22	6	0	22	0.666667	30.3333	46	142.667	34	225.667	146.5	327	243.5	1455	494	312.5	2191.5	245	336	1509	945	10.5	13740	1231.5	2169.5	3598	2639.5	0	5614.5	4973.5	191768	2456.25	850.25	4196.67
CELEG.B0213.5	1	0	0	0	2	17	0	4	6	0	0	15	0	7.5	1	3	7.33333	11	19	23.6667	35.5	59.3333	52	276.667	19	104	510	87	90	348	516	0	1297	440	425	2763.5	150	0	1525.5	1837.5	33097	120	176.25	456.333
CELEG.B0213.6	1	0	0	0	2	21	0	11	6	2	2552.5	293	612.5	3148.5	1231.67	2138	2211.67	1845.67	889	2038	1067	1016.33	1230.5	956.667	1125	919.5	2888	723	802	3263	1383	1170.5	7754.5	1539	3602.5	4293.5	1928.5	1	3420	5163.5	221665	749	834	1012
CELEG.B0213.7	1	0	1	1	4	0	0	0	0	0	0	7	0	0.5	5	1.66667	2.33333	1	0	1.66667	1	5.66667	1.5	7.66667	6	18.5	9	10	11	3	19	2	1	3.5	4	0.5	1	0	2.5	0	534	50.75	93.75	63
CELEG.B0213.8	1	0	1	1	4	0	0	0	0	0	0	0	4	2	2	1.33333	1	1.33333	4	1	3.5	5	6	19	3	7	6.5	7	14	7	0	1	0.5	0	2.5	0	0	0	0	0.5	260	26	111	21.6667
CELEG.B0213.9	1	1	0	0	6	0	0	0	0	0	0	0	3.5	0	0.666667	0	2	4	0	7	0	6.66667	6	13.6667	4	3.5	3.5	14	5	0	2	0	2.5	0	1	0	0	0	1	0	60	0	2.75	0
CELEG.B0218.1	1	0	0	0	2	18	0	2	5	0	335	342	393.5	362.5	249.667	181	102	143.333	159	224	333	471	488	832.333	397	590.5	8210.5	657	679	1448	961	207.5	8301	2541	3423	2001.5	1488	124	2392	2450.5	168725	2338	2739	5336.67
CELEG.B0218.2	1	0	0	0	4	17	0	1	1	0	441.5	160	127.5	125.5	156.667	222.333	177.667	209.667	158	193	244	265.333	275.5	309	260	324	2449.5	310	342	615	659	35.5	2282	1655.5	1513.5	608	1706	261	2164.5	1898	141361	5463.75	5041.75	11408.3
CELEG.B0218.3	1	0	0	0	8	18	45	112	12	43	1505.5	1837	2853	3117.5	3354	4524.67	4820.67	4109.33	5168	3509	3986.5	2984.67	3704	2792.33	4447	3438	5355	3442	3318	4687	3224	1742.5	2659	763.5	1063.5	337.5	488	1293	536	501.5	221711	3371.25	4781	3505
CELEG.B0218.5	1	0	0	0	4	18	1	1	2	0	26	56	97.5	74.5	48	16.6667	19.3333	29.3333	17	38.6667	41.5	40	48	30	34	49	48	62	62	51	17	36.5	37	21	169	72.5	50.5	17	360	38	6643	10.75	11.25	235
CELEG.B0218.6	1	0	0	0	2	19	0	2	2	0	53.5	33	56.5	50	32	33.6667	12.3333	18.6667	4	32.3333	19.5	59	38	280	40	76	2886	82	54	330	163	5	2991.5	1134.5	1860	873.5	1108	20	1699	1669	59143	570.75	486.5	1398
CELEG.B0218.7	1	0	0	0	0	13	0	0	3	1	0	5	19	7.5	1.66667	9.33333	5.66667	3.33333	1	1.33333	12	10.6667	14	28.6667	3	21	12	16	8	65	15	0	3	12.5	285	551.5	517	269	4041.5	370.5	29927	0.5	0.75	2391.67
CELEG.B0218.8	1	0	0	0	4	19	0	3	8	3	0	15	5	3.5	18	13.6667	0.333333	2.66667	10	5.66667	13.5	9	5.5	26.3333	9	33.5	2138.5	16	15	50	8	0	1269.5	622.5	886.5	312.5	1267.5	0	1055.5	403.5	42039	191.5	208.75	436.333
CELEG.B0222.1	1	1	0	0	6	14	0	0	2	0	24	32	44.5	68.5	59	54.3333	65.3333	46	55	17.3333	11.5	14	20	202.667	6	47	802.5	65	52	102	144	19	936	129	297	77.5	41.5	0	126	70.5	18989	1115	2165.25	1532.67
CELEG.B0222.10	1	0	0	0	0	12	0	0	1	0	0	6	2	0	2.66667	2.66667	3.66667	0	2	5.66667	1.5	5.33333	1	17.6667	10	14.5	3.5	27	9	7	3	0	4	1	9	3	4.5	0	1481	5.5	8894	5.5	3.25	1741.33
CELEG.B0222.11	1	1	0	0	1	9	0	0	2	0	12.5	1	9	9.5	6	2.66667	6.66667	13.3333	0	36.3333	11	21.6667	24	111.667	16	42.5	266	31	27	108	57	0	253	73.5	155	33	35	0	64	45	5724	207.75	383.25	538.667
CELEG.B0222.2	1	0	0	0	7	10	0	1	1	0	0	4	3	1	1	0	1.66667	0.333333	0	10	2	9.33333	2	16	10	21	2	34	1	19	4	4	19	0	42.5	1.5	2	0	5	2.5	2084	179.5	283.75	312.333
CELEG.B0222.3	1	0	0	0	4	17	2	2	8	1	1	8	3	13.5	6.33333	13.3333	23	36.6667	35	82.3333	208	469.667	408.5	292.333	358	526.5	301.5	458	504	816	311	0	331	89	109	65.5	134.5	11	88	162	30672	383.75	600.5	356.667
CELEG.B0222.4	1	0	0	0	5	18	0	4	2	0	2	20	9.5	1	0	9.66667	8	26.3333	0	68.6667	104.5	226.667	171.5	209.333	228	349	287.5	312	270	222	167	0	159.5	116.5	195	109	268.5	11	182	150.5	16716	292.25	183.5	600.333
CELEG.B0222.5	1	0	0	0	2	16	0	0	2	0	2	22	27	20.5	9	17.6667	24	18.6667	15	49.6667	40	99	59.5	210.667	115	164	2252	120	113	125	82	0.5	828.5	513	1801.5	470	1060	18	2009.5	1606.5	83049	6810	6675.25	4132.67
CELEG.B0222.6	1	0	0	0	3	20	1	4	2	1	24	263	236.5	100	40	276.333	220	153	11	32.6667	64	227	124.5	26997.3	3	420	7612.5	201	493	2385	3187	20	21898.5	14517	23796.5	53012.5	1314	16	16125	18256.5	503846	9782	5407.5	657.667
CELEG.B0222.7	1	0	0	0	3	19	0	2	2	0	1.5	165	378.5	131.5	25.3333	324.333	319	210	29	13.6667	92	120.333	161	633	24	157	24.5	56	19	1094	139	11	215	2082	2999	18048.5	621	0	6418	6970.5	93627	126.25	156.5	290.667
CELEG.B0222.8	1	0	0	0	3	4	1	8	0	2	23.5	337	245.5	152.5	53.3333	385	270.667	199.667	26	106.333	95.5	670.333	219.5	34808.7	88	1611.5	17581	1433	2788	6794	8773	19	42516	22400	32054	55106	1184	3	16755.5	18229	669287	5713	2861.75	893.667
CELEG.B0222.9	1	0	0	0	5	14	6	4	1	0	151	317	728.5	722.5	655	793	650.333	420.333	361	283	371	239	249	226.333	243	317.5	1510.5	313	306	363	252	320.5	2101.5	1309	2292.5	337.5	740.5	53	1575.5	778.5	89922	4092	9736.75	7055
CELEG.B0228.1	1	0	0	0	1	14	0	0	2	3	6.5	12	16.5	31	9.33333	27	19.6667	63.6667	15	115	91	158.667	159.5	229.333	169	266.5	765	244	239	349	188	12	519	247.5	571.5	65.5	177.5	5	399.5	238.5	39946	3530.5	2912.75	2936
CELEG.B0228.4	1	0	0	0	2	26	0	1	26	0	116	618	553.5	378.5	397.333	864	1442.67	3282	908	7127.33	9454	16666	24558.5	32428.7	29231	47097	31969	40327	39378	25140	30262	133.5	19660	14486	19046.5	3122.5	3115.5	874	9821	4332.5	940909	15686.2	41728	23128.7
CELEG.B0228.5	1	0	0	0	11	23	4	11	8	10	20	40	33	55	54.3333	95	161.667	392.667	161	374.667	517.5	699.667	779	621.667	898	759.5	584.5	516	540	785	643	11	103.5	97.5	116	65	12	6	64.5	43.5	21588	227	490.25	399.667
CELEG.B0228.6	1	0	1	0	2	16	0	0	7	0	557.5	349	1205	1577	1774.33	2804	3846.33	3991	4079	5037.33	5168	5514.67	5926.5	4324.33	5625	5407	3203.5	4244	5095	11348	7084	827.5	388	28	60	32.5	43	93	47.5	45.5	209568	296.5	471.25	353.333
CELEG.B0228.7	1	1	1	0	1	21	1	1	27	2	1339	934	1103.5	1251.5	1126.33	1551	1367.67	1281	1391	876	1002.5	844	900.5	519.333	725	617.5	6295.5	411	492	1151	778	834	6820	1971	3751.5	2499	1424	605	2016.5	2175.5	181097	2899.25	5932.25	4630.33
CELEG.B0228.8	1	0	0	0	5	8	0	0	2	0	0	3	2.5	0	0	1.66667	5.33333	2.66667	5	4	5	3.33333	8.5	14.3333	8	15	14.5	27	14	14	8	1.5	5.5	0	0.5	0	0	0	115.5	0	633	1	1.5	83
CELEG.B0228.9	1	0	0	0	1	0	0	0	0	0	14	10	2.5	1.5	3	6	4.33333	2.66667	2	14	9.5	11.3333	4.5	39.6667	8	26	25	34	18	27	14	0	8.5	0.5	4	0.5	0	0	1	0	254	8	101.25	13
CELEG.B0238.1	1	0	0	0	3	16	1	0	6	1	112.5	99	156	137	145	131.667	71.6667	49.3333	49	44.3333	81.5	114.667	129	170.333	99	314.5	1334.5	161	322	492	357	90.5	934	241.5	988	161	202	18	361.5	253.5	60014	5151.25	8314.5	3249
CELEG.B0238.10	1	0	0	0	11	15	0	3	4	0	4355.5	4218	2182.5	2028	1829	2350.33	2515	2458.33	1900	2213.33	2183.5	3300.33	3364	4379.67	3224	6153.5	6547.5	5464	7121	13519	10921	2713	7343	1925	3654	3068	4284.5	4761	4400.5	4570.5	448381	3543	4553.5	4594
CELEG.B0238.11	1	0	0	0	2	15	9	1	3	1	15339.5	17376	20889.5	16983.5	15166.3	18712.3	15864	11342.7	13795	8735.33	9031	6513.67	6599	4007.67	6716	4990	8767.5	3527	4162	7614	5157	14787.5	4635	1354	2732	1327.5	5489	7838	1487.5	1505	794226	2614.5	4914	4292
CELEG.B0238.12	1	0	0	0	2	17	0	0	5	1	12.5	3	16	1.5	8.33333	5.33333	10	5.33333	0	1	8.5	12.3333	10	224	9	33	1003	63	50	60	41	3	1402	126.5	706.5	89.5	188.5	0	504.5	223	21943	679.25	2642.5	1357.67
CELEG.B0238.15	1	0	0	0	1	8	0	0	1	0	423	106	77	49.5	18.6667	33.3333	16.6667	0.666667	0	24	6	3.66667	4	0.666667	14	1	3	5	5	0	0	156	3	0	0.5	5.5	63	34	3	3	3940	0.5	0.75	2.33333
CELEG.B0238.3	1	0	0	0	0	10	0	0	6	0	0	5	0	1	1.66667	1	1.33333	0	3	1.33333	6	2	0	15.6667	0	18.5	3	17	0	2	5	3.5	5.5	0	6.5	0.5	0	0	0	0	547	43.25	116.25	32.6667
CELEG.B0238.5	1	0	0	0	2	0	0	0	0	0	0	2	2.5	0	3.66667	1.66667	1.66667	1.33333	9	2.33333	2	5.33333	1	19.6667	1	11.5	7.5	22	0	8	30	0	5	0	10	1	0.5	0	7.5	1	1140	132.75	151.75	161.667
CELEG.B0238.6	1	0	0	0	0	10	0	0	6	0	0	0	1.5	0	0.666667	1.33333	3	5	0	4	2	13	1	8	11	26	53	6	16	1	10	0	38.5	2.5	4.5	0.5	1	0	1.5	3.5	629	16	23.75	22.6667
CELEG.B0238.7	1	0	0	0	2	12	0	0	1	0	0	0	0	0	0	9	5.33333	4	1	7.33333	2.5	7.66667	6	24	6	20	20.5	24	11	24	10	0	12	0.5	269.5	0.5	0	0	2	0.5	19130	2425.75	4457.75	2744
CELEG.B0238.8	1	0	0	0	0	9	0	0	2	0	4.5	2	0.5	2	2.33333	7	1.66667	18	0	9	10.5	4.66667	6	41.3333	12	25	34.5	32	29	78	47	2.5	21.5	2.5	32	1	0.5	0	5	0	2468	145.5	503.25	175.667
CELEG.B0238.9	1	1	0	0	1	18	1	1	7	0	6574	7506	2086.5	973	464.333	562.333	442.667	472.333	436	425.333	455	292.667	349	224.667	610	328.5	412	364	405	434	403	2332.5	90.5	211.5	754.5	474.5	5059	4472	1127	1167.5	161062	341.25	1534.75	1129
CELEG.B0240.1	1	0	0	0	1	22	0	4	8	0	4.5	0	10.5	10	18.6667	36	51.3333	140.333	57	254.333	389	548.333	520.5	251.333	384	300.5	792.5	136	137	190	114	3	527	237.5	461	120.5	106	17	271	323.5	37514	1788	2273.25	1334.33
CELEG.B0240.2	1	1	1	0	1	13	3	3	3	0	64	46	70.5	63.5	71.6667	68.6667	47.6667	42.6667	57	44	45.5	34	26.5	49.6667	24	67	12	47	23	75	55	86	16.5	30	143.5	39.5	24.5	14	349.5	40	3491	5.5	7.25	209.667
CELEG.B0240.3	1	0	0	0	8	11	28	74	11	36	13.5	5	30	34	33.3333	40.3333	52	120.667	33	387	272.5	665.667	717	1018.33	793	1417	1397.5	1026	953	903	892	10.5	329.5	77.5	138	6.5	11.5	0	39.5	20	33481	1035.25	1844.5	1155.33
CELEG.B0240.4	1	0	1	0	1	18	1	5	6	4	16268.5	14956	7361	5104.5	3544	4418	3358.33	2566.33	3416	1810.33	2234.5	1322.33	1674	893.667	1898	1050.5	3080	981	1147	1917	1280	6869	2060.5	1347.5	2524.5	898.5	7354.5	7239	973	1687.5	361966	1853.25	4718.75	3145.33
